age,occupation,annual_income,num_bank_acc,num_credit_card,interest_rate,delay_from_due_date,outstanding_debt,credit_util_ratio,credit_history_age,payment_of_min_amount,installment_per_month,amount_invested_monthly,payment_behavior,monthly_balance,credit_score
27,Scientist,16268.51,7,7,19,18,2181.28,40.03,17.4,Yes,25.13,83.55,Low_spent_Small_value_payments,326.09,0
27,Scientist,16268.51,7,7,19,18,2181.28,33.13,17.8,Yes,25.13,81.46,High_spent_Small_value_payments,298.19,1
27,Scientist,16268.51,7,7,19,18,2181.28,36.96,17.1,Yes,25.13,52.48,High_spent_Medium_value_payments,317.16,1
28,Scientist,16268.51,6,6,19,14,2181.28,38.06,17.11,Yes,25.13,149.25,Low_spent_Small_value_payments,260.4,1
18,Lawyer,30625.94,6,5,27,57,1562.91,30.08,10.9,Yes,42.94,77.31,High_spent_Medium_value_payments,400.36,0
28,Journalist,15383.46,3,2,1,8,511.27,24.02,17.5,No,31.67,164.9,Low_spent_Small_value_payments,226.03,2
28,Journalist,15383.46,3,2,1,8,511.27,35.42,17.6,No,31.67,151.75,Low_spent_Small_value_payments,239.18,2
28,Journalist,15383.46,3,2,1,8,511.27,25.97,17.7,No,31.67,120.66,Low_spent_Small_value_payments,270.26,2
28,Journalist,15383.46,3,2,1,8,511.27,29.45,17.8,No,31.67,43.75,High_spent_Medium_value_payments,307.17,2
28,Journalist,15383.46,3,2,1,7,511.27,30.2,17.9,No,31.67,147.88,Low_spent_Small_value_payments,243.05,2
28,Journalist,15383.46,3,2,1,8,511.27,29.87,18.0,No,31.67,36.58,Low_spent_Medium_value_payments,344.34,1
51,Accountant,56381.6,5,3,1,5,1371.48,38.1,29.7,No,119.62,107.24,High_spent_Medium_value_payments,476.68,1
51,Accountant,56381.6,5,3,1,9,1371.48,34.13,29.1,No,119.62,359.46,Low_spent_Large_value_payments,244.46,1
29,Engineer,7056.405,4,3,30,22,2570.42,25.13,15.11,Yes,16.37,28.24,Low_spent_Small_value_payments,293.99,1
29,Engineer,7056.405,4,3,30,22,2570.42,26.82,16.0,Yes,16.37,27.16,Low_spent_Small_value_payments,295.07,1
29,Engineer,7056.405,4,3,30,22,2570.42,32.56,16.5,Yes,16.37,56.53,Low_spent_Small_value_payments,265.7,0
29,Engineer,7056.405,4,3,30,22,2570.42,41.34,16.6,Yes,16.37,17.65,Low_spent_Medium_value_payments,294.58,0
44,Architect,70943.86,4,4,12,14,326.61,33.42,31.9,Yes,39.69,146.43,High_spent_Large_value_payments,652.07,1
23,Entrepreneur,31217.34,9,10,16,15,2495.35,31.58,12.2,Yes,81.7,167.94,High_spent_Small_value_payments,270.21,0
23,Entrepreneur,31217.34,9,10,16,15,2495.35,33.43,12.4,Yes,81.7,112.55,Low_spent_Large_value_payments,335.6,0
23,Entrepreneur,31217.34,9,10,16,18,2495.35,36.08,12.7,Yes,81.7,22.89,High_spent_Large_value_payments,395.26,1
24,Entrepreneur,31217.34,9,10,16,15,2495.35,25.08,12.9,Yes,81.7,235.07,Low_spent_Small_value_payments,233.08,1
36,Doctor,63213.12,4,4,9,14,584.85,25.8,22.11,No,166.12,51.56,High_spent_Large_value_payments,545.69,1
36,Doctor,63213.12,4,4,9,15,584.85,35.2,23.1,No,166.12,213.57,High_spent_Medium_value_payments,393.69,1
36,Doctor,63213.12,4,4,9,11,584.85,36.03,23.2,No,166.12,153.22,Low_spent_Large_value_payments,474.04,1
36,Doctor,63213.12,4,4,9,16,584.85,40.11,23.3,No,166.12,172.9,Low_spent_Medium_value_payments,464.36,1
24,Scientist,68354.84,5,5,7,23,914.82,34.25,9.1,Yes,241.75,308.89,Low_spent_Large_value_payments,304.49,1
25,Scientist,68354.84,5,5,7,23,914.82,27.09,9.6,Yes,241.75,127.71,High_spent_Medium_value_payments,465.67,1
43,Teacher,35531.83,1,4,12,12,313.55,28.37,17.3,No,75.17,44.37,High_spent_Large_value_payments,394.85,1
43,Teacher,35531.83,1,4,12,12,313.55,33.92,17.4,No,75.17,140.64,Low_spent_Large_value_payments,328.59,2
43,Teacher,35531.83,1,4,12,12,313.55,35.57,17.5,No,75.17,239.36,Low_spent_Large_value_payments,229.87,2
44,Teacher,35531.83,1,4,12,12,313.55,32.64,17.7,No,75.17,89.55,High_spent_Small_value_payments,369.67,2
44,Teacher,35531.83,1,4,12,12,313.55,29.94,17.9,No,75.17,60.03,High_spent_Medium_value_payments,389.2,2
44,Teacher,35531.83,1,4,12,12,313.55,21.5,17.1,No,75.17,293.18,Low_spent_Small_value_payments,196.04,2
20,Doctor,23838.09,5,6,13,19,802.3,28.51,29.11,Yes,53.31,99.68,High_spent_Small_value_payments,310.16,1
20,Doctor,23838.09,5,6,13,24,802.3,23.95,30.1,Yes,53.31,152.06,Low_spent_Large_value_payments,267.78,1
20,Doctor,23838.09,5,6,13,24,802.3,35.66,30.3,Yes,53.31,41.52,High_spent_Medium_value_payments,358.32,1
20,Doctor,23838.09,5,6,13,24,802.3,23.0,30.4,Yes,53.31,101.29,Low_spent_Large_value_payments,318.56,1
20,Doctor,23838.09,5,6,13,23,802.3,39.3,30.5,Yes,53.31,80.45,Low_spent_Large_value_payments,339.39,0
24,Lawyer,73062.6,4,7,20,20,280.1,42.12,17.0,Yes,176.85,109.14,High_spent_Large_value_payments,580.76,1
24,Lawyer,73062.6,4,7,20,21,280.1,34.7,17.2,Yes,176.85,262.17,High_spent_Small_value_payments,447.73,1
25,Lawyer,73062.6,4,7,20,20,280.1,35.42,17.5,Yes,176.85,72.37,High_spent_Large_value_payments,617.53,2
42,Lawyer,28825.73,5,6,19,17,1310.98,37.27,13.7,Yes,76.41,89.87,High_spent_Medium_value_payments,348.54,1
42,Lawyer,28825.73,5,6,19,14,1310.98,31.94,13.8,Yes,76.41,67.27,High_spent_Large_value_payments,361.13,1
42,Lawyer,28825.73,5,6,19,19,1310.98,27.48,13.9,Yes,76.41,111.32,Low_spent_Medium_value_payments,357.08,1
42,Lawyer,28825.73,5,6,19,14,1310.98,26.27,13.11,Yes,76.41,188.33,Low_spent_Small_value_payments,290.07,1
43,Lawyer,28825.73,5,6,19,14,1310.98,24.41,14.0,Yes,76.41,174.5,Low_spent_Large_value_payments,283.91,1
43,Lawyer,28825.73,5,6,19,14,1310.98,30.36,14.1,Yes,76.41,78.58,High_spent_Medium_value_payments,359.83,1
43,Lawyer,28825.73,5,6,19,18,1310.98,34.85,14.2,Yes,76.41,43.11,High_spent_Medium_value_payments,395.3,1
26,Journalist,22015.68,6,5,7,27,775.52,37.67,12.3,Yes,74.74,158.62,Low_spent_Large_value_payments,240.41,1
26,Journalist,22015.68,6,5,7,27,775.52,28.67,12.4,Yes,74.74,86.62,High_spent_Medium_value_payments,292.4,1
26,Journalist,22015.68,6,5,7,27,775.52,32.77,12.6,Yes,74.74,37.16,High_spent_Small_value_payments,351.87,1
26,Journalist,22015.68,6,5,7,27,775.52,23.89,12.8,Yes,74.74,65.06,Low_spent_Medium_value_payments,343.96,1
26,Journalist,22015.68,6,5,7,27,775.52,28.83,12.1,Yes,74.74,54.54,High_spent_Medium_value_payments,324.48,1
32,Manager,51660.42,6,6,10,7,358.9,39.23,22.1,Yes,94.54,257.25,High_spent_Small_value_payments,339.32,1
33,Manager,51660.42,6,6,10,7,358.9,38.27,23.2,Yes,94.54,56.21,High_spent_Medium_value_payments,530.36,1
24,Manager,61016.88,4,3,3,5,988.23,30.43,31.9,No,49.72,411.99,Low_spent_Large_value_payments,317.36,2
24,Manager,61016.88,4,3,3,5,988.23,36.66,31.1,No,49.72,359.88,Low_spent_Small_value_payments,389.47,2
24,Manager,61016.88,4,3,3,5,988.23,28.87,31.11,No,49.72,95.78,High_spent_Medium_value_payments,613.57,2
24,Manager,61016.88,4,3,3,5,988.23,39.16,32.0,No,49.72,105.49,High_spent_Large_value_payments,593.87,2
24,Manager,61016.88,4,3,3,5,988.23,39.15,32.2,No,49.72,37.16,High_spent_Large_value_payments,662.19,2
18,Teacher,14394.435,5,6,5,17,159.41,28.41,19.11,Yes,53.52,122.24,Low_spent_Medium_value_payments,249.5,1
18,Teacher,14394.435,5,6,5,17,159.41,28.02,20.2,Yes,53.52,64.22,Low_spent_Medium_value_payments,307.52,1
26,Lawyer,34797.74,6,4,7,26,874.86,31.21,31.1,Yes,56.27,206.41,Low_spent_Medium_value_payments,308.49,1
27,Lawyer,34797.74,6,4,7,26,874.86,35.31,31.6,Yes,56.27,347.42,Low_spent_Small_value_payments,177.49,1
27,Lawyer,34797.74,6,4,7,26,874.86,34.83,31.7,Yes,56.27,239.09,Low_spent_Large_value_payments,265.82,1
27,Lawyer,34797.74,6,4,7,26,874.86,30.47,31.8,Yes,56.27,298.31,Low_spent_Medium_value_payments,216.59,1
36,Entrepreneur,17840.72,10,6,29,40,2651.74,37.27,7.0,Yes,118.04,106.11,Low_spent_Small_value_payments,193.43,1
36,Entrepreneur,17840.72,10,6,29,40,2651.74,32.33,7.1,Yes,118.04,111.78,Low_spent_Small_value_payments,187.76,1
36,Entrepreneur,17840.72,10,6,29,38,2651.74,32.91,7.2,Yes,118.04,126.11,Low_spent_Small_value_payments,173.43,1
36,Entrepreneur,17840.72,10,6,29,40,2651.74,35.05,7.4,Yes,118.04,161.49,Low_spent_Small_value_payments,138.04,2
20,Doctor,60214.04,7,5,18,16,1322.67,32.3,13.3,Yes,201.96,65.67,High_spent_Medium_value_payments,485.86,0
20,Doctor,60214.04,7,5,18,16,1322.67,25.6,13.6,Yes,201.96,101.07,High_spent_Large_value_payments,440.46,0
21,Doctor,60214.04,7,5,18,16,1322.67,36.68,13.1,Yes,201.96,40.47,High_spent_Large_value_payments,501.06,0
21,Developer,29041.4,3,5,3,7,1029.86,28.91,31.5,No,37.02,46.48,High_spent_Medium_value_payments,431.11,0
21,Developer,29041.4,3,5,3,6,1029.86,38.48,31.6,No,37.02,306.57,Low_spent_Small_value_payments,211.02,0
22,Developer,29041.4,3,5,3,7,1029.86,31.05,31.8,No,37.02,131.15,Low_spent_Small_value_payments,386.44,1
22,Developer,29041.4,3,5,3,7,1029.86,24.95,31.1,No,37.02,221.26,Low_spent_Large_value_payments,276.33,0
22,Developer,29041.4,3,5,3,11,1029.86,32.34,31.11,No,37.02,234.87,Low_spent_Large_value_payments,262.72,0
22,Developer,29041.4,3,5,3,7,1029.86,35.19,32.0,No,37.02,134.95,Low_spent_Large_value_payments,362.64,0
25,Manager,16665.49,6,7,21,24,2679.6,37.86,18.9,Yes,41.65,92.15,Low_spent_Large_value_payments,267.38,0
26,Manager,16665.49,6,7,21,24,2679.6,33.6,19.1,Yes,41.65,32.15,High_spent_Small_value_payments,317.38,1
41,Lawyer,20028.04,4,5,8,28,528.22,23.12,11.9,Yes,26.61,142.57,Low_spent_Small_value_payments,293.61,1
41,Lawyer,20028.04,4,5,8,28,528.22,24.93,12.0,Yes,26.61,23.8,High_spent_Medium_value_payments,372.39,1
28,Writer,14947.38,8,10,28,35,2059.59,38.14,11.2,Yes,49.3,107.53,Low_spent_Large_value_payments,232.33,0
28,Writer,14947.38,8,10,28,35,2059.59,30.91,11.3,Yes,49.3,146.86,Low_spent_Small_value_payments,213.01,0
28,Writer,14947.38,8,10,28,35,2059.59,36.52,11.4,Yes,49.3,80.29,High_spent_Small_value_payments,249.57,1
28,Writer,14947.38,8,10,28,33,2059.59,25.04,11.6,Yes,49.3,96.97,Low_spent_Small_value_payments,262.89,0
28,Writer,14947.38,8,10,28,35,2059.59,36.52,11.7,Yes,49.3,157.9,Low_spent_Small_value_payments,201.96,0
55,Entrepreneur,37482.37,1,7,1,11,1137.02,40.23,20.11,No,26.54,78.05,High_spent_Medium_value_payments,463.66,0
55,Entrepreneur,37482.37,1,7,1,11,1137.02,39.26,21.0,No,26.54,395.53,Low_spent_Small_value_payments,186.18,0
56,Entrepreneur,37482.37,1,7,1,14,1137.02,40.09,21.1,No,26.54,174.11,High_spent_Small_value_payments,377.6,0
34,Lawyer,19140.25,8,6,18,41,3152.24,28.01,12.1,Yes,53.75,58.61,Low_spent_Large_value_payments,318.45,0
34,Lawyer,19140.25,8,6,18,41,3152.24,39.54,12.11,Yes,53.75,140.73,Low_spent_Small_value_payments,256.33,0
34,Lawyer,19140.25,8,6,18,41,3152.24,36.16,13.0,Yes,53.75,136.77,Low_spent_Small_value_payments,260.29,0
23,Lawyer,19286.26,9,9,20,34,4019.02,29.51,9.5,Yes,66.33,34.51,High_spent_Large_value_payments,309.48,0
23,Lawyer,19286.26,9,9,20,34,4019.02,28.7,9.8,Yes,66.33,28.73,High_spent_Large_value_payments,315.26,0
23,Lawyer,19286.26,9,9,20,34,4019.02,33.12,9.11,Yes,66.33,42.86,High_spent_Small_value_payments,321.12,1
17,Mechanic,38904.52,8,6,17,18,333.59,37.25,12.5,Yes,173.49,153.33,Low_spent_Small_value_payments,301.79,0
17,Mechanic,38904.52,8,6,17,18,333.59,28.86,12.6,Yes,173.49,321.06,Low_spent_Medium_value_payments,124.06,0
17,Mechanic,38904.52,8,6,17,18,333.59,37.79,12.8,Yes,173.49,113.51,High_spent_Small_value_payments,311.61,0
28,Teacher,71716.6,3,5,9,11,418.54,35.07,16.4,Yes,104.29,128.43,High_spent_Large_value_payments,617.12,1
19,Journalist,7282.885,7,7,24,49,3900.85,31.74,6.8,Yes,34.0,30.72,Low_spent_Small_value_payments,282.17,0
19,Journalist,7282.885,7,7,24,45,3900.85,33.89,6.9,Yes,34.0,30.86,High_spent_Small_value_payments,252.02,0
19,Journalist,7282.885,7,7,24,44,3900.85,24.93,6.1,Yes,34.0,57.28,Low_spent_Medium_value_payments,245.61,0
37,Writer,9728.58,6,6,5,12,1382.42,30.21,5.3,Yes,23.64,44.57,Low_spent_Small_value_payments,285.46,1
37,Writer,9728.58,6,6,5,12,1382.42,33.98,5.5,Yes,23.64,85.87,Low_spent_Small_value_payments,244.16,1
38,Writer,9728.58,6,6,5,12,1382.42,33.14,5.7,Yes,23.64,22.35,Low_spent_Small_value_payments,307.68,1
35,Lawyer,28005.44,1,3,1,4,527.79,37.77,24.2,No,21.98,64.44,High_spent_Medium_value_payments,421.86,1
35,Lawyer,28005.44,1,3,1,5,527.79,32.84,24.3,No,21.98,59.26,High_spent_Medium_value_payments,427.03,1
35,Lawyer,28005.44,1,3,1,5,527.79,40.54,24.4,No,21.98,174.92,Low_spent_Medium_value_payments,341.38,0
35,Architect,55670.06999999999,3,10,26,14,2074.85,26.43,6.5,Yes,136.77,275.78,Low_spent_Small_value_payments,316.96,0
35,Architect,55670.06999999999,3,10,26,14,2074.85,27.6,6.8,Yes,136.77,70.73,High_spent_Large_value_payments,472.01,1
35,Architect,55670.06999999999,3,10,26,14,2074.85,37.91,7.0,Yes,136.77,146.4,High_spent_Medium_value_payments,406.34,1
28,Media_Manager,15349.54,9,7,22,40,2988.2,32.07,11.9,Yes,108.46,24.76,High_spent_Medium_value_payments,234.79,1
29,Media_Manager,15349.54,9,7,22,40,2988.2,37.18,12.1,Yes,108.46,144.74,Low_spent_Small_value_payments,154.81,1
29,Media_Manager,15349.54,9,7,22,38,2988.2,31.11,12.3,Yes,108.46,60.91,Low_spent_Large_value_payments,218.64,1
29,Media_Manager,15349.54,9,7,22,41,2988.2,36.89,12.4,Yes,108.46,72.69,Low_spent_Small_value_payments,226.86,1
26,Scientist,44577.26,5,4,1,5,636.43,28.33,18.1,No,124.7,124.48,Low_spent_Medium_value_payments,414.7,1
55,Teacher,79642.86,2,5,5,4,911.67,36.49,30.1,No,172.81,259.94,High_spent_Medium_value_payments,468.24,2
55,Teacher,79642.86,2,5,5,9,911.67,29.28,30.3,No,172.81,241.31,High_spent_Medium_value_payments,486.87,2
55,Teacher,79642.86,2,5,5,4,911.67,36.17,30.4,No,172.81,143.29,High_spent_Medium_value_payments,584.89,1
23,Writer,103938.16,2,5,9,31,117.63,41.17,22.0,Yes,324.53,291.5,High_spent_Medium_value_payments,520.42,1
34,Accountant,19543.44,8,5,15,37,3588.8,37.63,1.7,Yes,64.89,182.78,Low_spent_Small_value_payments,201.59,1
34,Accountant,19543.44,8,5,15,37,3588.8,22.75,1.8,Yes,64.89,83.24,Low_spent_Medium_value_payments,291.13,1
34,Accountant,19543.44,8,5,15,37,3588.8,24.4,1.9,Yes,64.89,72.44,Low_spent_Small_value_payments,311.94,1
24,Musician,44328.22,4,6,1,2,616.4,33.77,29.3,No,84.31,72.25,High_spent_Medium_value_payments,464.45,1
24,Musician,44328.22,4,6,1,6,616.4,38.62,29.5,No,84.31,345.07,Low_spent_Small_value_payments,231.62,2
25,Musician,44328.22,4,6,1,2,616.4,29.25,29.8,No,84.31,71.13,High_spent_Large_value_payments,455.56,2
15,Manager,15814.77,7,4,13,22,902.47,32.59,19.6,Yes,58.12,54.63,Low_spent_Medium_value_payments,297.34,1
15,Manager,15814.77,7,4,13,22,902.47,37.78,19.8,Yes,58.12,58.11,Low_spent_Small_value_payments,303.86,1
15,Manager,15814.77,7,4,13,22,902.47,33.25,19.9,Yes,58.12,32.95,High_spent_Medium_value_payments,289.02,1
15,Manager,15814.77,7,4,13,22,902.47,32.89,19.1,Yes,58.12,46.98,Low_spent_Large_value_payments,294.99,1
15,Manager,15814.77,7,4,13,22,902.47,28.23,20.0,Yes,58.12,38.71,High_spent_Small_value_payments,293.26,1
43,Media_Manager,39859.72,4,3,1,12,1281.92,28.31,32.11,No,21.16,288.62,Low_spent_Large_value_payments,270.49,2
44,Media_Manager,39859.72,5,4,1,7,1281.92,39.8,33.0,No,21.16,198.78,Low_spent_Small_value_payments,380.33,2
44,Media_Manager,39859.72,5,4,1,9,1281.92,39.13,33.1,No,21.16,45.95,High_spent_Large_value_payments,483.15,2
19,Manager,16348.87,9,8,24,28,1440.67,36.79,6.3,Yes,59.17,194.32,Low_spent_Small_value_payments,193.85,1
19,Manager,16348.87,10,9,24,28,1440.67,37.63,6.5,Yes,59.17,205.83,Low_spent_Small_value_payments,182.34,0
20,Manager,16348.87,10,9,24,29,1440.67,38.5,6.7,Yes,59.17,64.46,Low_spent_Small_value_payments,323.71,0
20,Manager,16348.87,10,9,24,28,1440.67,26.32,6.8,Yes,59.17,65.04,High_spent_Small_value_payments,293.12,0
20,Manager,16348.87,10,9,24,28,1440.67,34.39,6.1,Yes,59.17,179.46,Low_spent_Small_value_payments,208.7,1
23,Writer,61224.33,4,5,12,29,707.43,24.28,16.8,Yes,38.31,70.36,High_spent_Large_value_payments,617.53,1
23,Writer,61224.33,4,5,12,29,707.43,32.96,16.9,Yes,38.31,55.16,High_spent_Large_value_payments,632.74,1
23,Writer,61224.33,4,5,12,24,707.43,37.44,16.1,Yes,38.31,258.26,Low_spent_Small_value_payments,479.63,1
24,Writer,61224.33,4,5,12,29,707.43,26.99,17.3,Yes,38.31,206.24,High_spent_Medium_value_payments,491.65,1
55,Journalist,23794.07,6,3,7,2,1436.59,33.02,16.1,No,60.52,89.54,High_spent_Small_value_payments,287.12,1
55,Journalist,23794.07,6,3,7,6,1436.59,39.79,17.0,No,60.52,59.04,High_spent_Medium_value_payments,307.62,1
55,Journalist,23794.07,6,3,7,11,1436.59,35.25,17.3,No,60.52,85.06,Low_spent_Small_value_payments,321.6,0
55,Journalist,23794.07,6,3,7,6,1436.59,39.58,17.4,No,60.52,39.94,High_spent_Medium_value_payments,326.72,1
55,Journalist,23794.07,6,3,7,5,1436.59,39.94,17.5,No,60.52,151.27,Low_spent_Large_value_payments,235.39,1
44,Teacher,94811.36,4,5,10,26,461.05,33.31,13.1,Yes,248.46,194.15,High_spent_Medium_value_payments,607.39,1
44,Teacher,94811.36,4,5,10,24,461.05,30.95,13.3,Yes,248.46,294.66,Low_spent_Medium_value_payments,536.87,1
44,Teacher,94811.36,4,5,10,26,461.05,33.76,13.5,Yes,248.46,172.08,High_spent_Large_value_payments,619.46,1
31,Mechanic,58427.31,10,5,23,50,1956.44,26.1,17.0,Yes,125.6,69.66,High_spent_Medium_value_payments,526.54,0
31,Mechanic,58427.31,10,5,23,47,1956.44,41.4,17.2,Yes,125.6,191.89,High_spent_Medium_value_payments,404.31,0
31,Mechanic,58427.31,10,5,23,50,1956.44,38.05,17.6,Yes,125.6,183.94,High_spent_Medium_value_payments,412.26,0
30,Developer,32543.38,5,6,25,18,1924.31,34.76,16.3,Yes,65.43,37.27,High_spent_Medium_value_payments,437.6,0
30,Developer,32543.38,5,6,25,18,1924.31,28.45,16.4,Yes,65.43,86.29,High_spent_Medium_value_payments,388.58,0
31,Media_Manager,18005.41,3,9,33,17,2564.51,33.9,13.5,Yes,36.35,78.08,Low_spent_Small_value_payments,296.92,0
31,Media_Manager,18005.41,3,9,33,17,2564.51,33.29,13.6,Yes,36.35,90.33,Low_spent_Large_value_payments,264.66,1
31,Media_Manager,18005.41,3,9,33,12,2564.51,28.56,13.8,Yes,36.35,118.46,Low_spent_Small_value_payments,256.54,1
31,Media_Manager,18005.41,3,9,33,17,2564.51,24.98,13.1,Yes,36.35,162.29,Low_spent_Small_value_payments,212.71,1
24,Journalist,34838.94,3,9,20,28,1958.28,32.61,15.5,Yes,74.41,72.64,High_spent_Medium_value_payments,392.47,1
24,Journalist,34838.94,3,9,20,28,1958.28,29.1,15.8,Yes,74.41,146.67,Low_spent_Small_value_payments,358.44,0
24,Journalist,34838.94,3,9,20,28,1958.28,25.13,15.9,Yes,74.41,102.35,High_spent_Medium_value_payments,362.76,0
25,Doctor,82651.74,6,3,14,7,1348.26,41.78,16.1,Yes,147.52,388.28,High_spent_Small_value_payments,399.86,1
25,Doctor,82651.74,7,4,14,8,1348.26,31.52,17.4,Yes,147.52,165.69,High_spent_Large_value_payments,602.45,1
35,Writer,21699.13,8,4,18,9,1129.46,37.82,20.9,Yes,45.06,170.56,Low_spent_Large_value_payments,246.91,1
35,Writer,21699.13,8,4,18,9,1129.46,25.36,20.11,Yes,45.06,234.61,Low_spent_Small_value_payments,202.85,1
35,Writer,21699.13,8,4,18,9,1129.46,31.99,21.2,Yes,45.06,43.24,High_spent_Medium_value_payments,354.23,1
36,Writer,21699.13,8,4,18,9,1129.46,37.61,21.3,Yes,45.06,91.68,Low_spent_Small_value_payments,345.79,1
33,Entrepreneur,8135.92,7,5,32,39,3080.5,25.55,6.8,Yes,33.1,21.86,Low_spent_Small_value_payments,272.95,0
33,Entrepreneur,8135.92,7,5,32,35,3080.5,39.38,6.9,Yes,33.1,26.61,Low_spent_Medium_value_payments,258.19,0
33,Entrepreneur,8135.92,7,5,32,34,3080.5,29.98,6.1,Yes,33.1,11.64,High_spent_Medium_value_payments,243.16,1
33,Entrepreneur,8135.92,7,5,32,38,3080.5,31.93,6.11,Yes,33.1,29.85,Low_spent_Medium_value_payments,254.96,0
36,Scientist,35942.96,4,3,20,6,707.38,38.06,26.5,No,116.02,138.56,High_spent_Small_value_payments,313.54,1
36,Scientist,35942.96,4,3,20,6,707.38,27.35,26.6,No,116.02,113.49,High_spent_Medium_value_payments,328.61,1
36,Scientist,35942.96,4,3,20,3,707.38,37.1,26.1,No,116.02,93.03,Low_spent_Large_value_payments,369.08,1
38,Lawyer,18102.96,5,5,18,6,99.73,25.36,9.7,Yes,50.81,41.94,Low_spent_Medium_value_payments,320.51,1
38,Lawyer,18102.96,5,5,18,6,99.73,35.98,9.9,Yes,116.33,84.95,Low_spent_Medium_value_payments,277.49,1
38,Lawyer,18102.96,5,5,18,6,99.73,35.08,9.11,Yes,116.33,134.2,Low_spent_Medium_value_payments,228.24,1
38,Lawyer,18102.96,5,5,18,6,99.73,27.74,10.0,Yes,116.33,25.83,High_spent_Medium_value_payments,306.62,2
39,Lawyer,18102.96,5,5,18,9,99.73,38.83,10.1,Yes,116.33,48.89,High_spent_Medium_value_payments,283.55,2
24,Developer,21434.2,6,6,18,11,1240.7,28.18,7.4,Yes,92.91,113.57,Low_spent_Medium_value_payments,269.94,1
24,Developer,21434.2,6,6,18,19,1240.7,24.9,7.5,Yes,92.91,65.81,High_spent_Medium_value_payments,287.7,1
24,Developer,21434.2,6,6,18,15,1240.7,29.15,7.6,Yes,92.91,127.82,High_spent_Small_value_payments,235.69,1
24,Developer,21434.2,6,6,18,16,1240.7,35.9,7.8,Yes,177.69,80.64,Low_spent_Small_value_payments,312.87,1
40,Writer,14990.045,4,4,20,13,1344.0,38.19,23.0,No,22.75,34.84,High_spent_Small_value_payments,315.53,1
41,Writer,14990.045,4,4,20,12,1344.0,23.89,23.2,No,22.75,73.82,Low_spent_Small_value_payments,306.54,1
41,Writer,14990.045,4,4,20,12,1344.0,35.64,23.5,No,22.75,126.62,Low_spent_Small_value_payments,253.75,1
41,Writer,14990.045,4,4,20,12,1344.0,26.12,23.6,No,22.75,128.4,Low_spent_Small_value_payments,251.96,1
26,Entrepreneur,73420.92,4,5,8,4,278.08,42.43,30.5,No,67.04,155.01,Low_spent_Large_value_payments,681.29,2
29,Architect,10339.53,10,7,28,27,2681.84,31.72,7.6,Yes,65.86,64.35,Low_spent_Small_value_payments,234.55,0
29,Architect,10339.53,10,7,28,27,2681.84,31.27,7.8,Yes,65.86,48.9,Low_spent_Small_value_payments,250.0,0
29,Architect,10339.53,10,7,28,27,2681.84,28.62,7.11,Yes,65.86,36.5,Low_spent_Small_value_payments,262.4,1
29,Architect,10339.53,10,7,28,27,2681.84,36.8,8.0,Yes,65.86,35.06,Low_spent_Small_value_payments,263.84,0
39,Engineer,82134.44,10,5,24,39,1332.6,23.24,18.3,Yes,317.44,394.21,High_spent_Small_value_payments,215.5,1
39,Engineer,82134.44,10,5,24,36,1332.6,37.13,18.4,Yes,317.44,268.8,High_spent_Medium_value_payments,330.91,0
40,Engineer,82134.44,10,5,24,36,1332.6,37.9,18.8,Yes,317.44,128.83,High_spent_Large_value_payments,460.88,0
40,Engineer,82134.44,10,5,24,35,1332.6,40.47,18.9,Yes,317.44,76.14,High_spent_Large_value_payments,513.57,1
19,Entrepreneur,33189.02,7,3,19,23,209.88,24.86,23.0,Yes,63.72,281.29,Low_spent_Small_value_payments,240.17,1
19,Entrepreneur,33189.02,7,3,19,19,209.88,34.0,23.1,Yes,63.72,35.64,High_spent_Large_value_payments,435.82,2
19,Entrepreneur,33189.02,7,3,19,20,209.88,37.97,23.3,Yes,63.72,70.59,High_spent_Large_value_payments,400.87,2
29,Entrepreneur,9069.98,7,9,31,13,3471.77,37.99,9.11,Yes,31.42,53.52,Low_spent_Small_value_payments,259.75,1
29,Entrepreneur,9069.98,7,9,31,16,3471.77,26.54,10.0,Yes,31.42,58.53,Low_spent_Small_value_payments,254.73,1
29,Entrepreneur,9069.98,7,9,31,16,3471.77,36.62,10.2,Yes,31.42,56.21,Low_spent_Medium_value_payments,247.06,1
23,Entrepreneur,52561.62,7,7,32,30,1312.29,39.17,15.1,Yes,48.94,102.69,High_spent_Medium_value_payments,555.58,0
